id,liquid_path,container_path,volume_ml
Cell_Flask_160mL_93ml_0905_1532,Cell_Flask_160mL_93ml_0905_1532/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1532/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1533,Cell_Flask_160mL_93ml_0905_1533/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1533/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1534,Cell_Flask_160mL_93ml_0905_1534/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1534/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1535,Cell_Flask_160mL_93ml_0905_1535/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1535/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1539,Cell_Flask_160mL_93ml_0905_1539/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1539/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1540,Cell_Flask_160mL_93ml_0905_1540/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1540/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1543,Cell_Flask_160mL_93ml_0905_1543/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1543/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1544,Cell_Flask_160mL_93ml_0905_1544/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1544/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1546,Cell_Flask_160mL_93ml_0905_1546/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1546/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1547,Cell_Flask_160mL_93ml_0905_1547/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1547/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1548,Cell_Flask_160mL_93ml_0905_1548/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1548/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1549,Cell_Flask_160mL_93ml_0905_1549/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1549/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1551,Cell_Flask_160mL_93ml_0905_1551/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1551/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1552,Cell_Flask_160mL_93ml_0905_1552/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1552/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1553,Cell_Flask_160mL_93ml_0905_1553/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1553/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1554,Cell_Flask_160mL_93ml_0905_1554/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1554/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1556,Cell_Flask_160mL_93ml_0905_1556/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1556/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1558,Cell_Flask_160mL_93ml_0905_1558/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1558/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1600,Cell_Flask_160mL_93ml_0905_1600/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1600/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1602,Cell_Flask_160mL_93ml_0905_1602/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1602/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1603,Cell_Flask_160mL_93ml_0905_1603/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1603/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1605,Cell_Flask_160mL_93ml_0905_1605/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1605/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1608,Cell_Flask_160mL_93ml_0905_1608/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1608/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_93ml_0905_1609,Cell_Flask_160mL_93ml_0905_1609/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_93ml_0905_1609/Input_EmptyVessel_Depth_segmented.npy,93.0
Cell_Flask_160mL_95ml_2404_5306,Cell_Flask_160mL_95ml_2404_5306/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5306/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5308,Cell_Flask_160mL_95ml_2404_5308/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5308/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5311,Cell_Flask_160mL_95ml_2404_5311/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5311/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5313,Cell_Flask_160mL_95ml_2404_5313/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5313/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5316,Cell_Flask_160mL_95ml_2404_5316/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5316/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5323,Cell_Flask_160mL_95ml_2404_5323/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5323/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5324,Cell_Flask_160mL_95ml_2404_5324/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5324/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5327,Cell_Flask_160mL_95ml_2404_5327/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5327/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5330,Cell_Flask_160mL_95ml_2404_5330/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5330/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_95ml_2404_5336,Cell_Flask_160mL_95ml_2404_5336/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_95ml_2404_5336/Input_EmptyVessel_Depth_segmented.npy,95.0
Cell_Flask_160mL_96ml_2404_0009,Cell_Flask_160mL_96ml_2404_0009/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_96ml_2404_0009/Input_EmptyVessel_Depth_segmented.npy,96.0
Cell_Flask_160mL_96ml_2404_0012,Cell_Flask_160mL_96ml_2404_0012/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_96ml_2404_0012/Input_EmptyVessel_Depth_segmented.npy,96.0
Cell_Flask_160mL_96ml_2404_0015,Cell_Flask_160mL_96ml_2404_0015/Input_ContentDepth_segmented.npy,Cell_Flask_160mL_96ml_2404_0015/Input_EmptyVessel_Depth_segmented.npy,96.0
Cell_Flask_400mL_103ml_0905_2742,Cell_Flask_400mL_103ml_0905_2742/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_103ml_0905_2742/Input_EmptyVessel_Depth_segmented.npy,103.0
Cell_Flask_400mL_103ml_0905_2744,Cell_Flask_400mL_103ml_0905_2744/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_103ml_0905_2744/Input_EmptyVessel_Depth_segmented.npy,103.0
Cell_Flask_400mL_103ml_0905_2745,Cell_Flask_400mL_103ml_0905_2745/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_103ml_0905_2745/Input_EmptyVessel_Depth_segmented.npy,103.0
Cell_Flask_400mL_103ml_0905_2747,Cell_Flask_400mL_103ml_0905_2747/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_103ml_0905_2747/Input_EmptyVessel_Depth_segmented.npy,103.0
Cell_Flask_400mL_103ml_0905_2749,Cell_Flask_400mL_103ml_0905_2749/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_103ml_0905_2749/Input_EmptyVessel_Depth_segmented.npy,103.0
Cell_Flask_400mL_103ml_0905_2750,Cell_Flask_400mL_103ml_0905_2750/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_103ml_0905_2750/Input_EmptyVessel_Depth_segmented.npy,103.0
Cell_Flask_400mL_129ml_0905_2813,Cell_Flask_400mL_129ml_0905_2813/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2813/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2814,Cell_Flask_400mL_129ml_0905_2814/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2814/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2816,Cell_Flask_400mL_129ml_0905_2816/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2816/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2819,Cell_Flask_400mL_129ml_0905_2819/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2819/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2821,Cell_Flask_400mL_129ml_0905_2821/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2821/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2823,Cell_Flask_400mL_129ml_0905_2823/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2823/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2825,Cell_Flask_400mL_129ml_0905_2825/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2825/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2826,Cell_Flask_400mL_129ml_0905_2826/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2826/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2828,Cell_Flask_400mL_129ml_0905_2828/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2828/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2829,Cell_Flask_400mL_129ml_0905_2829/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2829/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2831,Cell_Flask_400mL_129ml_0905_2831/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2831/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2833,Cell_Flask_400mL_129ml_0905_2833/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2833/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_129ml_0905_2835,Cell_Flask_400mL_129ml_0905_2835/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_129ml_0905_2835/Input_EmptyVessel_Depth_segmented.npy,129.0
Cell_Flask_400mL_133ml_2404_0619,Cell_Flask_400mL_133ml_2404_0619/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0619/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0622,Cell_Flask_400mL_133ml_2404_0622/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0622/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0630,Cell_Flask_400mL_133ml_2404_0630/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0630/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0632,Cell_Flask_400mL_133ml_2404_0632/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0632/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0634,Cell_Flask_400mL_133ml_2404_0634/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0634/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0636,Cell_Flask_400mL_133ml_2404_0636/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0636/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0639,Cell_Flask_400mL_133ml_2404_0639/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0639/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0643,Cell_Flask_400mL_133ml_2404_0643/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0643/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0653,Cell_Flask_400mL_133ml_2404_0653/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0653/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0655,Cell_Flask_400mL_133ml_2404_0655/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0655/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_133ml_2404_0657,Cell_Flask_400mL_133ml_2404_0657/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_133ml_2404_0657/Input_EmptyVessel_Depth_segmented.npy,133.0
Cell_Flask_400mL_138ml_1105_1653,Cell_Flask_400mL_138ml_1105_1653/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1653/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1654,Cell_Flask_400mL_138ml_1105_1654/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1654/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1655,Cell_Flask_400mL_138ml_1105_1655/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1655/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1656,Cell_Flask_400mL_138ml_1105_1656/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1656/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1657,Cell_Flask_400mL_138ml_1105_1657/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1657/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1658,Cell_Flask_400mL_138ml_1105_1658/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1658/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1659,Cell_Flask_400mL_138ml_1105_1659/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1659/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1700,Cell_Flask_400mL_138ml_1105_1700/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1700/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1702,Cell_Flask_400mL_138ml_1105_1702/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1702/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1704,Cell_Flask_400mL_138ml_1105_1704/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1704/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1706,Cell_Flask_400mL_138ml_1105_1706/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1706/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1707,Cell_Flask_400mL_138ml_1105_1707/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1707/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1708,Cell_Flask_400mL_138ml_1105_1708/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1708/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1709,Cell_Flask_400mL_138ml_1105_1709/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1709/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1710,Cell_Flask_400mL_138ml_1105_1710/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1710/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1711,Cell_Flask_400mL_138ml_1105_1711/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1711/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1713,Cell_Flask_400mL_138ml_1105_1713/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1713/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1714,Cell_Flask_400mL_138ml_1105_1714/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1714/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1715,Cell_Flask_400mL_138ml_1105_1715/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1715/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_138ml_1105_1716,Cell_Flask_400mL_138ml_1105_1716/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_138ml_1105_1716/Input_EmptyVessel_Depth_segmented.npy,138.0
Cell_Flask_400mL_150ml_0905_2854,Cell_Flask_400mL_150ml_0905_2854/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2854/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2855,Cell_Flask_400mL_150ml_0905_2855/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2855/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2859,Cell_Flask_400mL_150ml_0905_2859/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2859/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2905,Cell_Flask_400mL_150ml_0905_2905/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2905/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2907,Cell_Flask_400mL_150ml_0905_2907/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2907/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2909,Cell_Flask_400mL_150ml_0905_2909/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2909/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2910,Cell_Flask_400mL_150ml_0905_2910/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2910/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2913,Cell_Flask_400mL_150ml_0905_2913/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2913/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2915,Cell_Flask_400mL_150ml_0905_2915/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2915/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2916,Cell_Flask_400mL_150ml_0905_2916/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2916/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2921,Cell_Flask_400mL_150ml_0905_2921/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2921/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_150ml_0905_2922,Cell_Flask_400mL_150ml_0905_2922/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_150ml_0905_2922/Input_EmptyVessel_Depth_segmented.npy,150.0
Cell_Flask_400mL_166ml_2404_0722,Cell_Flask_400mL_166ml_2404_0722/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0722/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_166ml_2404_0724,Cell_Flask_400mL_166ml_2404_0724/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0724/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_166ml_2404_0726,Cell_Flask_400mL_166ml_2404_0726/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0726/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_166ml_2404_0729,Cell_Flask_400mL_166ml_2404_0729/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0729/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_166ml_2404_0731,Cell_Flask_400mL_166ml_2404_0731/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0731/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_166ml_2404_0733,Cell_Flask_400mL_166ml_2404_0733/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0733/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_166ml_2404_0734,Cell_Flask_400mL_166ml_2404_0734/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0734/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_166ml_2404_0736,Cell_Flask_400mL_166ml_2404_0736/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0736/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_166ml_2404_0738,Cell_Flask_400mL_166ml_2404_0738/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_166ml_2404_0738/Input_EmptyVessel_Depth_segmented.npy,166.0
Cell_Flask_400mL_169ml_1105_1759,Cell_Flask_400mL_169ml_1105_1759/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1759/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1800,Cell_Flask_400mL_169ml_1105_1800/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1800/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1801,Cell_Flask_400mL_169ml_1105_1801/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1801/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1802,Cell_Flask_400mL_169ml_1105_1802/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1802/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1803,Cell_Flask_400mL_169ml_1105_1803/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1803/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1804,Cell_Flask_400mL_169ml_1105_1804/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1804/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1805,Cell_Flask_400mL_169ml_1105_1805/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1805/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1806,Cell_Flask_400mL_169ml_1105_1806/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1806/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1808,Cell_Flask_400mL_169ml_1105_1808/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1808/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1809,Cell_Flask_400mL_169ml_1105_1809/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1809/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1810,Cell_Flask_400mL_169ml_1105_1810/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1810/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1811,Cell_Flask_400mL_169ml_1105_1811/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1811/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1813,Cell_Flask_400mL_169ml_1105_1813/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1813/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1814,Cell_Flask_400mL_169ml_1105_1814/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1814/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1815,Cell_Flask_400mL_169ml_1105_1815/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1815/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1816,Cell_Flask_400mL_169ml_1105_1816/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1816/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1817,Cell_Flask_400mL_169ml_1105_1817/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1817/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1818,Cell_Flask_400mL_169ml_1105_1818/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1818/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1820,Cell_Flask_400mL_169ml_1105_1820/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1820/Input_EmptyVessel_Depth_segmented.npy,169.0
Cell_Flask_400mL_169ml_1105_1821,Cell_Flask_400mL_169ml_1105_1821/Input_ContentDepth_segmented.npy,Cell_Flask_400mL_169ml_1105_1821/Input_EmptyVessel_Depth_segmented.npy,169.0
